true_label,prediction,confidence,uncertainty,normalized_uncertainty,trust_score,decision
2,2,0.999947,0.000647801,0.0053177495,0.99462956,Accept
2,2,0.99986,0.0015787926,0.0179848,0.9818777,Accept
2,2,0.9996508,0.003638547,0.04600977,0.9536571,Accept
2,2,0.99994516,0.0006627345,0.0055209347,0.9944245,Accept
2,2,0.9999679,0.00040837156,0.0020600783,0.9979079,Accept
2,2,0.9999496,0.0006220847,0.0049678544,0.99498194,Accept
2,2,0.99992126,0.0009229465,0.009061373,0.9908606,Accept
2,2,0.99996084,0.0004888379,0.0031549013,0.9968061,Accept
2,2,0.9999239,0.0009001097,0.008750657,0.99117386,Accept
2,2,0.999968,0.0003918938,0.0018358821,0.99813217,Accept
2,2,0.99997234,0.00034790358,0.0012373523,0.9987351,Accept
2,2,0.9999718,0.00036058412,0.0014098834,0.998562,Accept
2,2,0.99995756,0.0005135635,0.0034913176,0.99646634,Accept
2,2,0.9999205,0.0009449505,0.009360759,0.9905605,Accept
2,2,0.99989414,0.0012365524,0.013328287,0.98656726,Accept
2,2,0.9999652,0.0004340805,0.0024098733,0.9975554,Accept
2,2,0.9992596,0.00717177,0.09408273,0.90524656,Accept
2,2,0.9998936,0.0012223347,0.013134842,0.98676014,Accept
2,2,0.9999661,0.0004189114,0.0022034831,0.9977627,Accept
2,2,0.99997157,0.00036165284,0.0014244245,0.9985472,Accept
2,2,0.9999294,0.00082601054,0.007742465,0.9921875,Accept
2,2,0.9999034,0.0011197391,0.011738929,0.98816556,Accept
2,2,0.999927,0.0008270693,0.0077568693,0.9921707,Accept
2,2,0.99997044,0.00036850796,0.001517695,0.9984528,Accept
2,2,0.9999628,0.0004528106,0.0026647148,0.99729824,Accept
2,2,0.99993926,0.00073066924,0.0064452533,0.99349445,Accept
2,2,0.99996895,0.0003863895,0.0017609908,0.998208,Accept
2,2,0.9999647,0.00043298182,0.0023949249,0.99756986,Accept
2,2,0.9999737,0.00032677347,0.00094985653,0.99902385,Accept
2,2,0.9999421,0.00068129355,0.0057734484,0.99416906,Accept
2,2,0.9999458,0.0006477565,0.0053171446,0.99462897,Accept
2,2,0.99995464,0.0005511217,0.0040023336,0.9959525,Accept
2,2,0.99997485,0.00031397314,0.0007756955,0.99919915,Accept
2,2,0.9999712,0.00035409472,0.0013215888,0.99864966,Accept
2,2,0.9999612,0.000474449,0.0029591266,0.9970022,Accept
2,2,0.99986786,0.0014573818,0.016332887,0.98353714,Accept
2,2,0.9999706,0.00035920736,0.0013911513,0.9985795,Accept
2,2,0.99996585,0.00041351892,0.002130113,0.9978358,Accept
2,2,0.99996996,0.00037250927,0.0015721368,0.9983979,Accept
2,2,0.99997705,0.00029154553,0.00047054587,0.99950653,Accept
2,2,0.9999604,0.00048664422,0.0031250543,0.9968355,Accept
2,2,0.9999542,0.0005472934,0.0039502457,0.99600416,Accept
2,2,0.9999556,0.00055135955,0.0040055695,0.9959502,Accept
3,3,0.99981064,0.0020912194,0.024956867,0.97485846,Accept
3,3,0.999605,0.0040884744,0.052131474,0.9474941,Accept
3,3,0.99976283,0.0025846488,0.03167046,0.9680999,Accept
3,3,0.99905646,0.008953575,0.11832592,0.88084215,Human Review
3,3,0.99973506,0.002841453,0.03516453,0.9645798,Accept
3,3,0.9998525,0.0016759138,0.01930623,0.9805491,Accept
3,3,0.9958808,0.028502554,0.3843089,0.6131549,Human Review
3,3,0.9996958,0.0032000237,0.040043235,0.9596647,Accept
3,3,0.99964505,0.0036911108,0.046724953,0.95293665,Accept
3,3,0.9996733,0.0034480207,0.043417476,0.95627004,Accept
3,3,0.99979097,0.002300029,0.027797926,0.9719988,Accept
3,3,0.999736,0.0028333399,0.035054144,0.9646911,Accept
3,3,0.98719704,0.07375407,1.0,0.0,Reject
3,3,0.9998272,0.0019237319,0.022678036,0.9771531,Accept
3,3,0.9997544,0.0026600226,0.032695994,0.96706647,Accept
3,3,0.9997681,0.0025403397,0.03106759,0.9687077,Accept
3,3,0.9993634,0.006253561,0.081589594,0.91782576,Accept
3,3,0.99980944,0.0020900972,0.024941599,0.9748726,Accept
3,3,0.99972075,0.0029894721,0.037178475,0.96255267,Accept
3,3,0.9997444,0.0027693226,0.034183126,0.96557003,Accept
3,3,0.99851847,0.012157974,0.1619249,0.8368335,Human Review
3,3,0.9998686,0.001499815,0.016910233,0.9829605,Accept
3,3,0.9997801,0.002410989,0.029307647,0.9704789,Accept
3,3,0.99972737,0.0029264991,0.036321666,0.9634156,Accept
3,3,0.9996349,0.003816815,0.048435286,0.95121735,Accept
3,3,0.99986917,0.0014923462,0.016808612,0.98306274,Accept
3,3,0.9998423,0.0017761497,0.020670036,0.9791755,Accept
3,3,0.9998173,0.0020334884,0.02417138,0.97565037,Accept
3,3,0.9996953,0.003239553,0.04058107,0.9591266,Accept
3,3,0.99977744,0.0024226047,0.02946569,0.9703183,Accept
3,3,0.9996978,0.003199204,0.040032085,0.9596778,Accept
3,3,0.999838,0.0018078525,0.021101383,0.97874004,Accept
3,3,0.9994561,0.005464352,0.07085164,0.92864305,Accept
3,3,0.9993698,0.006275667,0.08189037,0.9175311,Accept
3,3,0.9998911,0.0012674103,0.01374814,0.9861444,Accept
3,3,0.9997425,0.0027299179,0.033646986,0.96610415,Accept
3,3,0.99984324,0.0017643981,0.020510145,0.9793363,Accept
3,3,0.99984664,0.0017319173,0.020068211,0.9797815,Accept
3,3,0.99968606,0.0032962384,0.041352328,0.9583467,Accept
3,3,0.996544,0.028053164,0.3781945,0.6196565,Human Review
3,3,0.99959326,0.004202705,0.05368569,0.9459294,Accept
3,3,0.99977607,0.0024251572,0.02950042,0.97028226,Accept
3,3,0.9998417,0.0017773681,0.020686613,0.97915834,Accept
3,3,0.99983007,0.0018894956,0.022212218,0.9776216,Accept
3,3,0.9996152,0.003961914,0.0504095,0.94922507,Accept
3,3,0.9997967,0.002254962,0.027184747,0.9726175,Accept
3,3,0.9998829,0.0013524365,0.014905004,0.9849796,Accept
3,3,0.99978524,0.0023673167,0.028713442,0.9710779,Accept
3,3,0.9998581,0.0016125669,0.018444331,0.98141634,Accept
3,3,0.99980086,0.0021790685,0.02615214,0.9736539,Accept
3,3,0.99979967,0.0021923964,0.02633348,0.9734715,Accept
3,3,0.9996582,0.0035141069,0.044316642,0.9553567,Accept
3,3,0.99984854,0.0017003701,0.019638982,0.98021257,Accept
3,3,0.99974775,0.002657217,0.03265782,0.9670982,Accept
3,3,0.99920094,0.007604778,0.09997422,0.8993066,Human Review
3,3,0.9997763,0.0024218813,0.029455848,0.9703271,Accept
3,3,0.9975195,0.02005075,0.26931384,0.7288737,Human Review
3,3,0.9997708,0.002492395,0.030415256,0.96936256,Accept
3,3,0.9995195,0.0048740213,0.06281961,0.9367301,Accept
3,3,0.9998585,0.0016087099,0.018391855,0.9814693,Accept
4,4,0.99974805,0.0027040301,0.03329476,0.9664617,Accept
4,4,0.9997162,0.0029949197,0.037252594,0.96247417,Accept
4,4,0.9997298,0.002868379,0.035530884,0.96420854,Accept
4,4,0.99976265,0.0025567699,0.03129114,0.968479,Accept
4,4,0.9997929,0.0022595238,0.027246816,0.9725517,Accept
4,4,0.99975413,0.0026133878,0.03206148,0.96770054,Accept
4,4,0.99942535,0.0055511836,0.07203306,0.92743367,Accept
4,4,0.9997038,0.0031084844,0.038797755,0.9609176,Accept
4,4,0.9997887,0.002294715,0.027725626,0.9720689,Accept
4,4,0.999746,0.0027204657,0.033518378,0.9662362,Accept
4,4,0.9994923,0.005051616,0.06523596,0.93428946,Accept
4,4,0.99962044,0.0038302508,0.04861809,0.95102084,Accept
4,4,0.999715,0.002966604,0.03686733,0.96285814,Accept
4,4,0.9997101,0.0030421214,0.03789482,0.9618262,Accept
4,4,0.9997938,0.002241948,0.027007679,0.9727917,Accept
4,4,0.9997142,0.0029895722,0.03717984,0.962545,Accept
4,4,0.99971277,0.0029991334,0.037309926,0.96241355,Accept
4,4,0.99976647,0.0024997804,0.03051574,0.9692579,Accept
4,4,0.9998587,0.0015746653,0.017928645,0.9819326,Accept
4,4,0.9997811,0.0023742265,0.028807458,0.9709799,Accept
4,4,0.99982494,0.0019208024,0.022638177,0.9771907,Accept
4,4,0.9997922,0.002240406,0.026986698,0.9728111,Accept
4,4,0.99983263,0.0018459989,0.021620404,0.9782159,Accept
4,4,0.99980986,0.0020805993,0.02481237,0.9750022,Accept
4,4,0.99978954,0.0022941923,0.027718514,0.97207683,Accept
4,4,0.99985707,0.0016073717,0.018373648,0.981486,Accept
4,4,0.9998274,0.0019157166,0.02256898,0.97726226,Accept
4,4,0.9998457,0.0017337578,0.020093253,0.9797555,Accept
4,4,0.99986076,0.0015660045,0.017810805,0.98205245,Accept
4,4,0.9998593,0.0015818579,0.018026507,0.9818353,Accept
4,4,0.9997638,0.0025355848,0.031002896,0.96876824,Accept
4,4,0.9998218,0.00195561,0.023111768,0.97671413,Accept
4,4,0.999872,0.0014541412,0.016288796,0.9835853,Accept
4,4,0.9998703,0.001464379,0.01642809,0.98344433,Accept
4,4,0.99986744,0.0014963857,0.016863573,0.9830061,Accept
4,4,0.9998412,0.0017661693,0.020534243,0.9793103,Accept
4,4,0.99983835,0.0017874701,0.020824062,0.9790176,Accept
4,4,0.9998639,0.0015362678,0.017406208,0.9824601,Accept
4,4,0.99983805,0.001810531,0.021137828,0.9787036,Accept
4,4,0.9998334,0.0018449081,0.021605562,0.97823143,Accept
4,4,0.9997965,0.0022081942,0.026548425,0.9732535,Accept
4,4,0.99979603,0.002221332,0.026727177,0.97307426,Accept
4,4,0.99976915,0.0024799313,0.030245675,0.96953046,Accept
4,4,0.9998519,0.0016551279,0.019023417,0.98083127,Accept
4,4,0.99987024,0.001475386,0.016577851,0.98329455,Accept
4,4,0.9998477,0.0017070086,0.019729303,0.9801214,Accept
4,4,0.999773,0.002436331,0.02965245,0.9701273,Accept
4,4,0.9998438,0.001740229,0.0201813,0.97966564,Accept
4,4,0.9998414,0.0017626111,0.02048583,0.97935885,Accept
4,4,0.9998273,0.0019094315,0.022483466,0.97734773,Accept
4,4,0.99988127,0.0013556802,0.014949137,0.9849339,Accept
4,4,0.9998072,0.002110113,0.025213933,0.9745981,Accept
4,4,0.99972916,0.0028507924,0.0352916,0.9644471,Accept
4,4,0.99982816,0.001896003,0.022300757,0.9775312,Accept
4,4,0.99988073,0.0013683223,0.015121146,0.98476136,Accept
4,4,0.9998641,0.0015352287,0.017392071,0.9824744,Accept
4,4,0.9998355,0.0018297865,0.021399816,0.9784392,Accept
4,4,0.9998609,0.0015632347,0.01777312,0.98209023,Accept
4,4,0.9998931,0.0012309045,0.013251442,0.98664314,Accept
4,4,0.9998178,0.0019840305,0.023498457,0.9763236,Accept
5,5,0.99996966,0.00038835205,0.0017876934,0.998182,Accept
5,5,0.9998707,0.0014832723,0.016685152,0.98318774,Accept
5,5,0.9998665,0.0015165117,0.017137406,0.98273134,Accept
5,5,0.9999162,0.0009975214,0.010076038,0.989841,Accept
5,5,0.99967796,0.003397994,0.042736813,0.9569549,Accept
5,5,0.99919873,0.007146124,0.09373378,0.90554005,Accept
5,5,0.9998893,0.0012865448,0.014008484,0.9858824,Accept
5,5,0.9998652,0.0015195115,0.017178223,0.98268926,Accept
5,5,0.99997437,0.00033532915,0.0010662649,0.9989081,Accept
5,5,0.99997866,0.0002836233,0.0003627561,0.9996159,Accept
5,5,0.9998731,0.0014576667,0.016336765,0.98353845,Accept
5,5,0.9999504,0.00061404845,0.0048585134,0.99509215,Accept
5,5,0.99992466,0.00090302364,0.008790303,0.991135,Accept
5,5,0.9999611,0.00049265503,0.0032068372,0.99675435,Accept
5,5,0.9998887,0.0012852672,0.0139911,0.98589915,Accept
5,5,0.99993193,0.0008222164,0.0076908413,0.9922416,Accept
5,5,0.9999655,0.0004397008,0.002486343,0.9974792,Accept
5,5,0.99993104,0.00083275465,0.007834225,0.9920974,Accept
5,5,0.9999649,0.00044752064,0.0025927396,0.99737227,Accept
5,5,0.99996203,0.0004801068,0.0030361062,0.99692607,Accept
5,5,0.9999203,0.0009493878,0.0094211325,0.9905,Accept
5,5,0.9999143,0.0010153337,0.010318391,0.9895968,Accept
5,5,0.99991,0.0010636331,0.010975552,0.9889355,Accept
5,5,0.99994975,0.0006202798,0.0049432972,0.9950067,Accept
5,5,0.99990386,0.0011229211,0.011782223,0.98812276,Accept
5,5,0.99988794,0.001293867,0.014108109,0.98578143,Accept
5,5,0.99983656,0.0018223501,0.021298638,0.9785414,Accept
5,5,0.9999075,0.0010873015,0.011297584,0.988611,Accept
5,5,0.99995345,0.0005798648,0.004393411,0.9955602,Accept
5,5,0.9999556,0.0005560868,0.004069888,0.9958859,Accept
5,5,0.99994624,0.00066250016,0.0055177463,0.9944288,Accept
5,5,0.99993944,0.0007364139,0.0065234145,0.9934164,Accept
5,5,0.9999432,0.0006958019,0.005970849,0.9939727,Accept
5,5,0.9999323,0.00081908697,0.007648263,0.99228454,Accept
5,5,0.99995786,0.00052749366,0.0036808508,0.9962772,Accept
5,5,0.99988145,0.001362571,0.0150428945,0.98484033,Accept
5,5,0.99988776,0.0013018033,0.01421609,0.9856733,Accept
5,5,0.9999159,0.0009980923,0.010083806,0.98983294,Accept
5,5,0.9999604,0.00050098426,0.0033201645,0.9966404,Accept
5,5,0.9999617,0.00048602014,0.0031165632,0.99684525,Accept
5,5,0.99980336,0.0021694112,0.026020743,0.9737877,Accept
5,5,0.9999098,0.0010589396,0.010911692,0.9889991,Accept
5,5,0.9999434,0.0006957713,0.0059704324,0.9939733,Accept
5,5,0.99992657,0.0008838013,0.008528765,0.99139845,Accept
5,5,0.999879,0.0013982289,0.015528055,0.9843528,Accept
5,5,0.9998811,0.0013727804,0.015181803,0.9847011,Accept
5,5,0.9998873,0.0013050234,0.014259903,0.985629,Accept
5,5,0.99991274,0.0010286147,0.010499092,0.9894145,Accept
5,5,0.99991316,0.0010222462,0.0104124425,0.9895016,Accept
5,5,0.99982834,0.0018725977,0.021982307,0.9778498,Accept
5,5,0.9999146,0.0010075853,0.010212966,0.9897025,Accept
5,5,0.99991244,0.0010305874,0.010525932,0.9893874,Accept
5,5,0.9998787,0.0013983938,0.0155302975,0.9843503,Accept
5,5,0.9999443,0.000684705,0.0058198646,0.99412477,Accept
5,5,0.999969,0.0003996401,0.0019412781,0.9980278,Accept
5,5,0.99994993,0.00062099006,0.0049529606,0.9949972,Accept
5,5,0.99993134,0.00083197,0.007823549,0.99210835,Accept
5,5,0.9999585,0.000522524,0.0036132338,0.99634546,Accept
5,5,0.99987966,0.0013819742,0.015306894,0.9845746,Accept
5,5,0.9999382,0.00075463834,0.006771376,0.9931672,Accept
