coverage,risk_confidence,risk_trust
0.22777777777777777,0.024390243902439025,0.024390243902439025
0.23055555555555557,0.024096385542168676,0.03614457831325301
0.23333333333333334,0.023809523809523808,0.03571428571428571
0.2361111111111111,0.03529411764705882,0.03529411764705882
0.2388888888888889,0.03488372093023256,0.03488372093023256
0.24166666666666667,0.034482758620689655,0.034482758620689655
0.24444444444444444,0.03409090909090909,0.03409090909090909
0.24722222222222223,0.033707865168539325,0.033707865168539325
0.25,0.03333333333333333,0.03333333333333333
0.25277777777777777,0.03296703296703297,0.04395604395604396
0.25555555555555554,0.043478260869565216,0.043478260869565216
0.25833333333333336,0.043010752688172046,0.043010752688172046
0.2611111111111111,0.0425531914893617,0.0425531914893617
0.2638888888888889,0.042105263157894736,0.042105263157894736
0.26666666666666666,0.041666666666666664,0.041666666666666664
0.26944444444444443,0.041237113402061855,0.041237113402061855
0.2722222222222222,0.04081632653061224,0.04081632653061224
0.275,0.04040404040404041,0.04040404040404041
0.2777777777777778,0.04,0.05
0.28055555555555556,0.039603960396039604,0.04950495049504951
0.2833333333333333,0.0392156862745098,0.049019607843137254
0.2861111111111111,0.04854368932038835,0.04854368932038835
0.28888888888888886,0.04807692307692308,0.04807692307692308
0.2916666666666667,0.047619047619047616,0.05714285714285714
0.29444444444444445,0.05660377358490566,0.05660377358490566
0.2972222222222222,0.056074766355140186,0.056074766355140186
0.3,0.06481481481481481,0.06481481481481481
0.30277777777777776,0.06422018348623854,0.06422018348623854
0.3055555555555556,0.06363636363636363,0.06363636363636363
0.30833333333333335,0.06306306306306306,0.07207207207207207
0.3111111111111111,0.0625,0.07142857142857142
0.3138888888888889,0.07079646017699115,0.07079646017699115
0.31666666666666665,0.07017543859649122,0.07017543859649122
0.3194444444444444,0.06956521739130435,0.06956521739130435
0.32222222222222224,0.06896551724137931,0.06896551724137931
0.325,0.07692307692307693,0.07692307692307693
0.3277777777777778,0.0847457627118644,0.07627118644067797
0.33055555555555555,0.08403361344537816,0.07563025210084033
0.3333333333333333,0.08333333333333333,0.08333333333333333
0.33611111111111114,0.08264462809917356,0.08264462809917356
0.3388888888888889,0.08196721311475409,0.09016393442622951
0.3416666666666667,0.08130081300813008,0.08943089430894309
0.34444444444444444,0.08870967741935484,0.08870967741935484
0.3472222222222222,0.088,0.088
0.35,0.0873015873015873,0.0873015873015873
0.3527777777777778,0.09448818897637795,0.09448818897637795
0.35555555555555557,0.1015625,0.09375
0.35833333333333334,0.10077519379844961,0.10077519379844961
0.3611111111111111,0.1,0.1
0.3638888888888889,0.09923664122137404,0.10687022900763359
0.36666666666666664,0.10606060606060606,0.10606060606060606
0.36944444444444446,0.11278195488721804,0.11278195488721804
0.37222222222222223,0.11194029850746269,0.11194029850746269
0.375,0.11851851851851852,0.11851851851851852
0.37777777777777777,0.11764705882352941,0.11764705882352941
0.38055555555555554,0.11678832116788321,0.12408759124087591
0.38333333333333336,0.12318840579710146,0.12318840579710146
0.3861111111111111,0.1223021582733813,0.1223021582733813
0.3888888888888889,0.12142857142857143,0.12142857142857143
0.39166666666666666,0.12056737588652482,0.12056737588652482
0.39444444444444443,0.11971830985915492,0.1267605633802817
0.3972222222222222,0.1258741258741259,0.1258741258741259
0.4,0.13194444444444445,0.13194444444444445
0.4027777777777778,0.1310344827586207,0.1310344827586207
0.40555555555555556,0.136986301369863,0.13013698630136986
0.4083333333333333,0.14285714285714285,0.1292517006802721
0.4111111111111111,0.14189189189189189,0.13513513513513514
0.41388888888888886,0.14093959731543623,0.14093959731543623
0.4166666666666667,0.14,0.14
0.41944444444444445,0.1390728476821192,0.1390728476821192
0.4222222222222222,0.13815789473684212,0.13815789473684212
0.425,0.13725490196078433,0.1437908496732026
0.42777777777777776,0.14285714285714285,0.14285714285714285
0.4305555555555556,0.14193548387096774,0.14193548387096774
0.43333333333333335,0.14743589743589744,0.14102564102564102
0.4361111111111111,0.1464968152866242,0.14012738853503184
0.4388888888888889,0.14556962025316456,0.13924050632911392
0.44166666666666665,0.14465408805031446,0.14465408805031446
0.4444444444444444,0.14375,0.15
0.44722222222222224,0.14906832298136646,0.14906832298136646
0.45,0.14814814814814814,0.15432098765432098
0.4527777777777778,0.15337423312883436,0.15337423312883436
0.45555555555555555,0.15853658536585366,0.1524390243902439
0.4583333333333333,0.15757575757575756,0.15757575757575756
0.46111111111111114,0.1566265060240964,0.1566265060240964
0.4638888888888889,0.16167664670658682,0.15568862275449102
0.4666666666666667,0.16071428571428573,0.16071428571428573
0.46944444444444444,0.16568047337278108,0.16568047337278108
0.4722222222222222,0.16470588235294117,0.17058823529411765
0.475,0.1695906432748538,0.17543859649122806
0.4777777777777778,0.1686046511627907,0.1744186046511628
0.48055555555555557,0.17341040462427745,0.17341040462427745
0.48333333333333334,0.1724137931034483,0.1724137931034483
0.4861111111111111,0.17142857142857143,0.17142857142857143
0.4888888888888889,0.17045454545454544,0.17045454545454544
0.49166666666666664,0.1694915254237288,0.1751412429378531
0.49444444444444446,0.16853932584269662,0.17415730337078653
0.49722222222222223,0.17318435754189945,0.17318435754189945
0.5,0.17222222222222222,0.17222222222222222
0.5027777777777778,0.1712707182320442,0.1712707182320442
0.5055555555555555,0.17032967032967034,0.17582417582417584
0.5083333333333333,0.16939890710382513,0.17486338797814208
0.5111111111111111,0.17391304347826086,0.1793478260869565
0.5138888888888888,0.17297297297297298,0.1783783783783784
0.5166666666666667,0.17204301075268819,0.1774193548387097
0.5194444444444445,0.17647058823529413,0.17647058823529413
0.5222222222222223,0.18085106382978725,0.18085106382978725
0.525,0.17989417989417988,0.18518518518518517
0.5277777777777778,0.18421052631578946,0.18421052631578946
0.5305555555555556,0.18848167539267016,0.18324607329842932
0.5333333333333333,0.1875,0.1875
0.5361111111111111,0.19170984455958548,0.18652849740932642
0.5388888888888889,0.19072164948453607,0.19072164948453607
0.5416666666666666,0.19487179487179487,0.18974358974358974
0.5444444444444444,0.19387755102040816,0.19387755102040816
0.5472222222222223,0.19289340101522842,0.19289340101522842
0.55,0.1919191919191919,0.1919191919191919
0.5527777777777778,0.19095477386934673,0.19095477386934673
0.5555555555555556,0.195,0.195
0.5583333333333333,0.19402985074626866,0.19402985074626866
0.5611111111111111,0.19306930693069307,0.19306930693069307
0.5638888888888889,0.19704433497536947,0.19704433497536947
0.5666666666666667,0.19607843137254902,0.20098039215686275
0.5694444444444444,0.1951219512195122,0.2
0.5722222222222222,0.1941747572815534,0.20388349514563106
0.575,0.19806763285024154,0.2028985507246377
0.5777777777777777,0.20192307692307693,0.20192307692307693
0.5805555555555556,0.20095693779904306,0.20095693779904306
0.5833333333333334,0.2,0.2
0.5861111111111111,0.2037914691943128,0.1990521327014218
0.5888888888888889,0.2028301886792453,0.19811320754716982
0.5916666666666667,0.20187793427230047,0.19718309859154928
0.5944444444444444,0.205607476635514,0.20093457943925233
0.5972222222222222,0.20465116279069767,0.2
0.6,0.2037037037037037,0.2037037037037037
0.6027777777777777,0.20276497695852536,0.20276497695852536
0.6055555555555555,0.20642201834862386,0.20642201834862386
0.6083333333333333,0.2100456621004566,0.2100456621004566
0.6111111111111112,0.20909090909090908,0.20909090909090908
0.6138888888888889,0.2081447963800905,0.2081447963800905
0.6166666666666667,0.2072072072072072,0.2072072072072072
0.6194444444444445,0.2062780269058296,0.2062780269058296
0.6222222222222222,0.20535714285714285,0.20535714285714285
0.625,0.2088888888888889,0.2088888888888889
0.6277777777777778,0.21238938053097345,0.2079646017699115
0.6305555555555555,0.21145374449339208,0.21145374449339208
0.6333333333333333,0.2149122807017544,0.21052631578947367
0.6361111111111111,0.2183406113537118,0.21397379912663755
0.6388888888888888,0.21739130434782608,0.21739130434782608
0.6416666666666667,0.21645021645021645,0.21645021645021645
0.6444444444444445,0.21982758620689655,0.21982758620689655
0.6472222222222223,0.21888412017167383,0.21888412017167383
0.65,0.21794871794871795,0.21794871794871795
0.6527777777777778,0.2170212765957447,0.2170212765957447
0.6555555555555556,0.21610169491525424,0.21610169491525424
0.6583333333333333,0.21518987341772153,0.21518987341772153
0.6611111111111111,0.2184873949579832,0.21428571428571427
0.6638888888888889,0.2217573221757322,0.2175732217573222
0.6666666666666666,0.22083333333333333,0.22083333333333333
0.6694444444444444,0.21991701244813278,0.22406639004149378
0.6722222222222223,0.2231404958677686,0.2231404958677686
0.675,0.22633744855967078,0.22633744855967078
0.6777777777777778,0.22950819672131148,0.22950819672131148
0.6805555555555556,0.22857142857142856,0.22857142857142856
0.6833333333333333,0.22764227642276422,0.22764227642276422
0.6861111111111111,0.22672064777327935,0.23076923076923078
0.6888888888888889,0.22983870967741934,0.22983870967741934
0.6916666666666667,0.2289156626506024,0.2289156626506024
0.6944444444444444,0.228,0.228
0.6972222222222222,0.22709163346613545,0.22709163346613545
0.7,0.2261904761904762,0.2261904761904762
0.7027777777777777,0.22924901185770752,0.22529644268774704
0.7055555555555556,0.2283464566929134,0.2283464566929134
0.7083333333333334,0.22745098039215686,0.22745098039215686
0.7111111111111111,0.2265625,0.2265625
0.7138888888888889,0.22568093385214008,0.22568093385214008
0.7166666666666667,0.2248062015503876,0.2248062015503876
0.7194444444444444,0.22393822393822393,0.22393822393822393
0.7222222222222222,0.2230769230769231,0.2230769230769231
0.725,0.2222222222222222,0.2222222222222222
0.7277777777777777,0.22137404580152673,0.22137404580152673
0.7305555555555555,0.22053231939163498,0.22053231939163498
0.7333333333333333,0.22348484848484848,0.2196969696969697
0.7361111111111112,0.22641509433962265,0.2188679245283019
0.7388888888888889,0.22556390977443608,0.22180451127819548
0.7416666666666667,0.2247191011235955,0.2209737827715356
0.7444444444444445,0.22761194029850745,0.22388059701492538
0.7472222222222222,0.22676579925650558,0.22676579925650558
0.75,0.22592592592592592,0.22592592592592592
0.7527777777777778,0.22509225092250923,0.22509225092250923
0.7555555555555555,0.22794117647058823,0.22426470588235295
0.7583333333333333,0.23076923076923078,0.2271062271062271
0.7611111111111111,0.22992700729927007,0.22992700729927007
0.7638888888888888,0.2290909090909091,0.2290909090909091
0.7666666666666667,0.2318840579710145,0.2318840579710145
0.7694444444444445,0.23465703971119134,0.23104693140794225
0.7722222222222223,0.23741007194244604,0.23381294964028776
0.775,0.24014336917562723,0.23655913978494625
0.7777777777777778,0.2392857142857143,0.2392857142857143
0.7805555555555556,0.24199288256227758,0.24199288256227758
0.7833333333333333,0.24113475177304963,0.24113475177304963
0.7861111111111111,0.24028268551236748,0.24028268551236748
0.7888888888888889,0.24295774647887325,0.23943661971830985
0.7916666666666666,0.24210526315789474,0.24210526315789474
0.7944444444444444,0.24125874125874125,0.24125874125874125
0.7972222222222223,0.24390243902439024,0.24041811846689895
0.8,0.2465277777777778,0.24305555555555555
0.8027777777777778,0.2491349480968858,0.24567474048442905
0.8055555555555556,0.2482758620689655,0.24482758620689654
0.8083333333333333,0.2508591065292096,0.24742268041237114
0.8111111111111111,0.2534246575342466,0.25
0.8138888888888889,0.25597269624573377,0.2525597269624573
0.8166666666666667,0.25510204081632654,0.25510204081632654
0.8194444444444444,0.2542372881355932,0.2542372881355932
0.8222222222222222,0.25675675675675674,0.2533783783783784
0.825,0.2558922558922559,0.2558922558922559
0.8277777777777777,0.25838926174496646,0.2550335570469799
0.8305555555555556,0.25752508361204013,0.25752508361204013
0.8333333333333334,0.26,0.25666666666666665
0.8361111111111111,0.26245847176079734,0.2591362126245847
0.8388888888888889,0.26490066225165565,0.26158940397350994
0.8416666666666667,0.26732673267326734,0.264026402640264
0.8444444444444444,0.26644736842105265,0.26644736842105265
0.8472222222222222,0.26557377049180325,0.26557377049180325
0.85,0.2679738562091503,0.2679738562091503
0.8527777777777777,0.2703583061889251,0.2671009771986971
0.8555555555555555,0.2694805194805195,0.2662337662337662
0.8583333333333333,0.2686084142394822,0.2686084142394822
0.8611111111111112,0.2709677419354839,0.2709677419354839
0.8638888888888889,0.2733118971061093,0.2733118971061093
0.8666666666666667,0.27564102564102566,0.27564102564102566
0.8694444444444445,0.2779552715654952,0.2779552715654952
0.8722222222222222,0.2802547770700637,0.2802547770700637
0.875,0.27936507936507937,0.28253968253968254
0.8777777777777778,0.27848101265822783,0.2848101265822785
0.8805555555555555,0.2807570977917981,0.2870662460567823
0.8833333333333333,0.2830188679245283,0.2893081761006289
0.8861111111111111,0.28213166144200624,0.2884012539184953
0.8888888888888888,0.284375,0.2875
0.8916666666666667,0.2834890965732087,0.2866043613707165
0.8944444444444445,0.2857142857142857,0.2857142857142857
0.8972222222222223,0.2848297213622291,0.28792569659442724
0.9,0.28703703703703703,0.28703703703703703
0.9027777777777778,0.28923076923076924,0.28923076923076924
0.9055555555555556,0.2883435582822086,0.29141104294478526
0.9083333333333333,0.290519877675841,0.290519877675841
0.9111111111111111,0.2926829268292683,0.2926829268292683
0.9138888888888889,0.2917933130699088,0.2948328267477204
0.9166666666666666,0.29393939393939394,0.29393939393939394
0.9194444444444444,0.29607250755287007,0.29607250755287007
0.9222222222222223,0.29819277108433734,0.29518072289156627
0.925,0.3003003003003003,0.29429429429429427
0.9277777777777778,0.3023952095808383,0.2964071856287425
0.9305555555555556,0.3044776119402985,0.2955223880597015
0.9333333333333333,0.30357142857142855,0.29464285714285715
0.9361111111111111,0.3056379821958457,0.29673590504451036
0.9388888888888889,0.3076923076923077,0.2958579881656805
0.9416666666666667,0.30973451327433627,0.29793510324483774
0.9444444444444444,0.31176470588235294,0.3
0.9472222222222222,0.31378299120234604,0.2991202346041056
0.95,0.3157894736842105,0.2982456140350877
0.9527777777777777,0.3177842565597668,0.30029154518950435
0.9555555555555556,0.3168604651162791,0.3023255813953488
0.9583333333333334,0.3188405797101449,0.30434782608695654
0.9611111111111111,0.3179190751445087,0.3063583815028902
0.9638888888888889,0.31988472622478387,0.30835734870317005
0.9666666666666667,0.3218390804597701,0.3103448275862069
0.9694444444444444,0.3237822349570201,0.3123209169054441
0.9722222222222222,0.32285714285714284,0.3142857142857143
0.975,0.3247863247863248,0.3162393162393162
0.9777777777777777,0.32386363636363635,0.3181818181818182
0.9805555555555555,0.32577903682719545,0.32011331444759206
0.9833333333333333,0.327683615819209,0.3220338983050847
0.9861111111111112,0.3295774647887324,0.3211267605633803
0.9888888888888889,0.33146067415730335,0.32303370786516855
0.9916666666666667,0.33053221288515405,0.32492997198879553
0.9944444444444445,0.3324022346368715,0.3268156424581006
0.9972222222222222,0.33147632311977715,0.3286908077994429
1.0,0.33055555555555555,0.33055555555555555
